Año,Provincia,Distrito,Mes,Casos
2023,LIMA,SAN MARTIN DE PORRES,Marzo,1.0
2023,LIMA,SAN MARTIN DE PORRES,Mayo,231.0
2023,LIMA,SAN MARTIN DE PORRES,Noviembre,6.0
2023,LIMA,SAN MARTIN DE PORRES,Octubre,8.0
2023,LIMA,SAN MARTIN DE PORRES,Setiembre,12.0
2023,LIMA,SAN MIGUEL,Abril,3.0
2023,LIMA,SAN MIGUEL,Agosto,4.0
2023,LIMA,SAN MIGUEL,Febrero,1.0
2023,LIMA,SAN MIGUEL,Julio,8.0
2023,LIMA,SAN MIGUEL,Junio,7.0
2023,LIMA,SAN MIGUEL,Mayo,14.0
2023,LIMA,SAN MIGUEL,Octubre,1.0
2023,LIMA,SAN MIGUEL,Setiembre,1.0
2023,LIMA,SANTA ANITA,Agosto,8.0
2023,LIMA,SANTA ANITA,Diciembre,1.0
2023,LIMA,SANTA ANITA,Julio,14.0
2023,LIMA,SANTA ANITA,Junio,42.0
2023,LIMA,SANTA ANITA,Mayo,30.0
2023,LIMA,SANTA ANITA,Noviembre,2.0
2023,LIMA,SANTA ANITA,Octubre,1.0
2023,LIMA,SANTA ANITA,Setiembre,4.0
2023,LIMA,SANTA ROSA,Abril,2.0
2023,LIMA,SANTA ROSA,Agosto,4.0
2023,LIMA,SANTA ROSA,Julio,9.0
2023,LIMA,SANTA ROSA,Junio,11.0
2023,LIMA,SANTA ROSA,Mayo,15.0
2023,LIMA,SANTA ROSA,Noviembre,3.0
2023,LIMA,SANTA ROSA,Setiembre,2.0
2023,LIMA,SANTIAGO DE SURCO,Abril,5.0
2023,LIMA,SANTIAGO DE SURCO,Agosto,1.0
2023,LIMA,SANTIAGO DE SURCO,Diciembre,2.0
2023,LIMA,SANTIAGO DE SURCO,Enero,1.0
2023,LIMA,SANTIAGO DE SURCO,Julio,7.0
2023,LIMA,SANTIAGO DE SURCO,Junio,54.0
2023,LIMA,SANTIAGO DE SURCO,Marzo,3.0
2023,LIMA,SANTIAGO DE SURCO,Mayo,34.0
2023,LIMA,SANTIAGO DE SURCO,Noviembre,1.0
2023,LIMA,SANTIAGO DE SURCO,Octubre,2.0
2023,LIMA,SANTIAGO DE SURCO,Setiembre,2.0
2023,LIMA,SURQUILLO,Junio,7.0
2023,LIMA,SURQUILLO,Marzo,1.0
2023,LIMA,VILLA EL SALVADOR,Abril,3.0
2023,LIMA,VILLA EL SALVADOR,Agosto,10.0
2023,LIMA,VILLA EL SALVADOR,Febrero,1.0
2023,LIMA,VILLA EL SALVADOR,Julio,22.0
2023,LIMA,VILLA EL SALVADOR,Junio,117.0
2023,LIMA,VILLA EL SALVADOR,Marzo,1.0
2023,LIMA,VILLA EL SALVADOR,Mayo,56.0
2023,LIMA,VILLA EL SALVADOR,Noviembre,2.0
2023,LIMA,VILLA EL SALVADOR,Octubre,16.0
2023,LIMA,VILLA EL SALVADOR,Setiembre,10.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Abril,20.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Agosto,4.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Diciembre,4.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Enero,1.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Febrero,4.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Julio,64.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Junio,207.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Marzo,12.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Mayo,386.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Noviembre,2.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Octubre,4.0
2023,LIMA,VILLA MARIA DEL TRIUNFO,Setiembre,1.0
2024,BARRANCA,BARRANCA,Abril,293.0
2024,BARRANCA,BARRANCA,Enero,0.0
2024,BARRANCA,BARRANCA,Febrero,5.0
2024,BARRANCA,BARRANCA,Marzo,115.0
2024,BARRANCA,PARAMONGA,Abril,334.0
2024,BARRANCA,PARAMONGA,Enero,12.0
2024,BARRANCA,PARAMONGA,Febrero,103.0
2024,BARRANCA,PARAMONGA,Marzo,452.0
2024,BARRANCA,PATIVILCA,Abril,166.0
2024,BARRANCA,PATIVILCA,Enero,1.0
2024,BARRANCA,PATIVILCA,Febrero,8.0
2024,BARRANCA,PATIVILCA,Marzo,133.0
2024,BARRANCA,SUPE,Abril,235.0
2024,BARRANCA,SUPE,Enero,6.0
2024,BARRANCA,SUPE,Febrero,35.0
2024,BARRANCA,SUPE,Marzo,319.0
2024,BARRANCA,SUPE PUERTO,Abril,174.0
2024,BARRANCA,SUPE PUERTO,Enero,11.0
2024,BARRANCA,SUPE PUERTO,Febrero,11.0
2024,BARRANCA,SUPE PUERTO,Marzo,135.0
2024,CAJATAMBO,CAJATAMBO,Abril,0.0
2024,CAJATAMBO,CAJATAMBO,Enero,0.0
2024,CAJATAMBO,CAJATAMBO,Febrero,0.0
2024,CAJATAMBO,CAJATAMBO,Marzo,1.0
2024,CALLAO,BELLAVISTA,Abril,40.0
2024,CALLAO,BELLAVISTA,Enero,0.0
2024,CALLAO,BELLAVISTA,Febrero,2.0
2024,CALLAO,BELLAVISTA,Marzo,26.0
2024,CALLAO,CALLAO,Abril,422.0
2024,CALLAO,CALLAO,Enero,1.0
2024,CALLAO,CALLAO,Febrero,6.0
2024,CALLAO,CALLAO,Marzo,202.0
2024,CALLAO,CARMEN DE LA LEGUA REYNOSO,Abril,21.0
2024,CALLAO,CARMEN DE LA LEGUA REYNOSO,Enero,0.0
2024,CALLAO,CARMEN DE LA LEGUA REYNOSO,Febrero,1.0
2024,CALLAO,CARMEN DE LA LEGUA REYNOSO,Marzo,8.0
2024,CALLAO,LA PERLA,Abril,17.0
2024,CALLAO,LA PERLA,Enero,0.0
2024,CALLAO,LA PERLA,Febrero,0.0
2024,CALLAO,LA PERLA,Marzo,11.0
2024,CALLAO,LA PUNTA,Abril,5.0
2024,CALLAO,LA PUNTA,Enero,0.0
2024,CALLAO,LA PUNTA,Febrero,0.0
2024,CALLAO,LA PUNTA,Marzo,1.0
2024,CALLAO,MI PERU,Abril,132.0
2024,CALLAO,MI PERU,Enero,3.0
2024,CALLAO,MI PERU,Febrero,3.0
2024,CALLAO,MI PERU,Marzo,80.0
2024,CALLAO,VENTANILLA,Abril,1385.0
2024,CALLAO,VENTANILLA,Enero,11.0
2024,CALLAO,VENTANILLA,Febrero,207.0
2024,CALLAO,VENTANILLA,Marzo,1524.0
2024,CANTA,CANTA,Abril,10.0
2024,CANTA,CANTA,Enero,0.0
2024,CANTA,CANTA,Febrero,0.0
2024,CANTA,CANTA,Marzo,2.0
2024,CANTA,SANTA ROSA DE QUIVES,Abril,3.0
2024,CANTA,SANTA ROSA DE QUIVES,Enero,0.0
2024,CANTA,SANTA ROSA DE QUIVES,Febrero,0.0
2024,CANTA,SANTA ROSA DE QUIVES,Marzo,0.0
2024,CAÑETE,ASIA,Abril,12.0
2024,CAÑETE,ASIA,Enero,0.0
2024,CAÑETE,ASIA,Febrero,0.0
2024,CAÑETE,ASIA,Marzo,5.0
2024,CAÑETE,CALANGO,Abril,14.0
2024,CAÑETE,CALANGO,Enero,1.0
2024,CAÑETE,CALANGO,Febrero,0.0
2024,CAÑETE,CALANGO,Marzo,5.0
2024,CAÑETE,CERRO AZUL,Abril,9.0
2024,CAÑETE,CERRO AZUL,Enero,0.0
2024,CAÑETE,CERRO AZUL,Febrero,1.0
2024,CAÑETE,CERRO AZUL,Marzo,3.0
2024,CAÑETE,CHILCA,Abril,304.0
2024,CAÑETE,CHILCA,Enero,75.0
2024,CAÑETE,CHILCA,Febrero,218.0
2024,CAÑETE,CHILCA,Marzo,440.0
2024,CAÑETE,COAYLLO,Abril,1.0
2024,CAÑETE,COAYLLO,Enero,0.0
2024,CAÑETE,COAYLLO,Febrero,0.0
2024,CAÑETE,COAYLLO,Marzo,0.0
2024,CAÑETE,IMPERIAL,Abril,503.0
2024,CAÑETE,IMPERIAL,Enero,3.0
2024,CAÑETE,IMPERIAL,Febrero,62.0
2024,CAÑETE,IMPERIAL,Marzo,424.0
2024,CAÑETE,LUNAHUANA,Abril,9.0
2024,CAÑETE,LUNAHUANA,Enero,0.0
2024,CAÑETE,LUNAHUANA,Febrero,0.0
2024,CAÑETE,LUNAHUANA,Marzo,9.0
2024,CAÑETE,MALA,Abril,235.0
2024,CAÑETE,MALA,Enero,2.0
2024,CAÑETE,MALA,Febrero,6.0
2024,CAÑETE,MALA,Marzo,96.0
2024,CAÑETE,NUEVO IMPERIAL,Abril,131.0
2024,CAÑETE,NUEVO IMPERIAL,Enero,1.0
2024,CAÑETE,NUEVO IMPERIAL,Febrero,4.0
2024,CAÑETE,NUEVO IMPERIAL,Marzo,90.0
2024,CAÑETE,PACARAN,Abril,2.0
2024,CAÑETE,PACARAN,Enero,0.0
2024,CAÑETE,PACARAN,Febrero,0.0
2024,CAÑETE,PACARAN,Marzo,0.0
2024,CAÑETE,QUILMANA,Abril,57.0
2024,CAÑETE,QUILMANA,Enero,0.0
2024,CAÑETE,QUILMANA,Febrero,5.0
2024,CAÑETE,QUILMANA,Marzo,39.0
2024,CAÑETE,SAN ANTONIO,Abril,8.0
2024,CAÑETE,SAN ANTONIO,Enero,0.0
2024,CAÑETE,SAN ANTONIO,Febrero,2.0
2024,CAÑETE,SAN ANTONIO,Marzo,6.0
2024,CAÑETE,SAN LUIS,Abril,21.0
2024,CAÑETE,SAN LUIS,Enero,0.0
2024,CAÑETE,SAN LUIS,Febrero,1.0
2024,CAÑETE,SAN LUIS,Marzo,5.0
2024,CAÑETE,SAN VICENTE DE CAÑETE,Abril,155.0
2024,CAÑETE,SAN VICENTE DE CAÑETE,Enero,0.0
2024,CAÑETE,SAN VICENTE DE CAÑETE,Febrero,8.0
2024,CAÑETE,SAN VICENTE DE CAÑETE,Marzo,124.0
2024,CAÑETE,SANTA CRUZ DE FLORES,Abril,35.0
2024,CAÑETE,SANTA CRUZ DE FLORES,Enero,0.0
2024,CAÑETE,SANTA CRUZ DE FLORES,Febrero,0.0
2024,CAÑETE,SANTA CRUZ DE FLORES,Marzo,18.0
2024,HUARAL,ATAVILLOS ALTO,Abril,1.0
2024,HUARAL,ATAVILLOS ALTO,Enero,0.0
2024,HUARAL,ATAVILLOS ALTO,Febrero,0.0
2024,HUARAL,ATAVILLOS ALTO,Marzo,0.0
2024,HUARAL,AUCALLAMA,Abril,32.0
2024,HUARAL,AUCALLAMA,Enero,0.0
2024,HUARAL,AUCALLAMA,Febrero,0.0
2024,HUARAL,AUCALLAMA,Marzo,1.0
2024,HUARAL,CHANCAY,Abril,64.0
2024,HUARAL,CHANCAY,Enero,1.0
2024,HUARAL,CHANCAY,Febrero,0.0
2024,HUARAL,CHANCAY,Marzo,33.0
2024,HUARAL,HUARAL,Abril,127.0
2024,HUARAL,HUARAL,Enero,0.0
2024,HUARAL,HUARAL,Febrero,4.0
2024,HUARAL,HUARAL,Marzo,51.0
2024,HUAROCHIRI,CALLAHUANCA,Abril,1.0
2024,HUAROCHIRI,CALLAHUANCA,Enero,0.0
2024,HUAROCHIRI,CALLAHUANCA,Febrero,0.0
2024,HUAROCHIRI,CALLAHUANCA,Marzo,1.0
2024,HUAROCHIRI,CARAMPOMA,Abril,1.0
2024,HUAROCHIRI,CARAMPOMA,Enero,0.0
2024,HUAROCHIRI,CARAMPOMA,Febrero,0.0
2024,HUAROCHIRI,CARAMPOMA,Marzo,0.0
2024,HUAROCHIRI,HUAROCHIRI,Abril,4.0
2024,HUAROCHIRI,HUAROCHIRI,Enero,0.0
2024,HUAROCHIRI,HUAROCHIRI,Febrero,0.0
2024,HUAROCHIRI,HUAROCHIRI,Marzo,2.0
2024,HUAROCHIRI,MATUCANA,Abril,2.0
2024,HUAROCHIRI,MATUCANA,Enero,0.0
2024,HUAROCHIRI,MATUCANA,Febrero,0.0
2024,HUAROCHIRI,MATUCANA,Marzo,0.0
2024,HUAROCHIRI,RICARDO PALMA,Abril,145.0
2024,HUAROCHIRI,RICARDO PALMA,Enero,1.0
2024,HUAROCHIRI,RICARDO PALMA,Febrero,7.0
2024,HUAROCHIRI,RICARDO PALMA,Marzo,95.0
2024,HUAROCHIRI,SAN ANTONIO,Abril,167.0
2024,HUAROCHIRI,SAN ANTONIO,Enero,0.0
2024,HUAROCHIRI,SAN ANTONIO,Febrero,0.0
2024,HUAROCHIRI,SAN ANTONIO,Marzo,67.0
2024,HUAROCHIRI,SAN BARTOLOME,Abril,1.0
2024,HUAROCHIRI,SAN BARTOLOME,Enero,0.0
2024,HUAROCHIRI,SAN BARTOLOME,Febrero,0.0
2024,HUAROCHIRI,SAN BARTOLOME,Marzo,1.0
2024,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,Abril,4.0
2024,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,Enero,0.0
2024,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,Febrero,0.0
2024,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,Marzo,1.0
2024,HUAROCHIRI,SANTA EULALIA,Abril,40.0
2024,HUAROCHIRI,SANTA EULALIA,Enero,1.0
2024,HUAROCHIRI,SANTA EULALIA,Febrero,0.0
2024,HUAROCHIRI,SANTA EULALIA,Marzo,13.0
2024,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,Abril,22.0
2024,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,Enero,0.0
2024,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,Febrero,0.0
2024,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,Marzo,6.0
2024,HUAURA,CALETA DE CARQUIN,Abril,2.0
2024,HUAURA,CALETA DE CARQUIN,Enero,0.0
2024,HUAURA,CALETA DE CARQUIN,Febrero,0.0
2024,HUAURA,CALETA DE CARQUIN,Marzo,0.0
2024,HUAURA,HUACHO,Abril,96.0
2024,HUAURA,HUACHO,Enero,0.0
2024,HUAURA,HUACHO,Febrero,4.0
2024,HUAURA,HUACHO,Marzo,110.0
2024,HUAURA,HUALMAY,Abril,161.0
2024,HUAURA,HUALMAY,Enero,0.0
2024,HUAURA,HUALMAY,Febrero,13.0
2024,HUAURA,HUALMAY,Marzo,165.0
2024,HUAURA,HUAURA,Abril,501.0
2024,HUAURA,HUAURA,Enero,22.0
2024,HUAURA,HUAURA,Febrero,212.0
2024,HUAURA,HUAURA,Marzo,995.0
2024,HUAURA,SANTA MARIA,Abril,209.0
2024,HUAURA,SANTA MARIA,Enero,0.0
2024,HUAURA,SANTA MARIA,Febrero,9.0
2024,HUAURA,SANTA MARIA,Marzo,206.0
2024,HUAURA,SAYAN,Abril,18.0
2024,HUAURA,SAYAN,Enero,0.0
2024,HUAURA,SAYAN,Febrero,0.0
2024,HUAURA,SAYAN,Marzo,0.0
2024,HUAURA,VEGUETA,Abril,27.0
2024,HUAURA,VEGUETA,Enero,0.0
2024,HUAURA,VEGUETA,Febrero,0.0
2024,HUAURA,VEGUETA,Marzo,38.0
2024,LIMA,ANCON,Abril,84.0
2024,LIMA,ANCON,Enero,1.0
2024,LIMA,ANCON,Febrero,1.0
2024,LIMA,ANCON,Marzo,26.0
2024,LIMA,ATE,Abril,1699.0
2024,LIMA,ATE,Enero,2.0
2024,LIMA,ATE,Febrero,37.0
2024,LIMA,ATE,Marzo,477.0
2024,LIMA,BARRANCO,Abril,36.0
2024,LIMA,BARRANCO,Enero,0.0
2024,LIMA,BARRANCO,Febrero,0.0
2024,LIMA,BARRANCO,Marzo,11.0
2024,LIMA,BREÑA,Abril,112.0
2024,LIMA,BREÑA,Enero,1.0
2024,LIMA,BREÑA,Febrero,2.0
2024,LIMA,BREÑA,Marzo,47.0
2024,LIMA,CARABAYLLO,Abril,1105.0
2024,LIMA,CARABAYLLO,Enero,12.0
2024,LIMA,CARABAYLLO,Febrero,56.0
2024,LIMA,CARABAYLLO,Marzo,542.0
2024,LIMA,CHACLACAYO,Abril,338.0
2024,LIMA,CHACLACAYO,Enero,1.0
2024,LIMA,CHACLACAYO,Febrero,11.0
2024,LIMA,CHACLACAYO,Marzo,256.0
2024,LIMA,CHORRILLOS,Abril,477.0
2024,LIMA,CHORRILLOS,Enero,1.0
2024,LIMA,CHORRILLOS,Febrero,17.0
2024,LIMA,CHORRILLOS,Marzo,370.0
2024,LIMA,CIENEGUILLA,Abril,66.0
2024,LIMA,CIENEGUILLA,Enero,0.0
2024,LIMA,CIENEGUILLA,Febrero,4.0
2024,LIMA,CIENEGUILLA,Marzo,68.0
2024,LIMA,COMAS,Abril,2450.0
2024,LIMA,COMAS,Enero,35.0
2024,LIMA,COMAS,Febrero,212.0
2024,LIMA,COMAS,Marzo,2031.0
2024,LIMA,EL AGUSTINO,Abril,538.0
2024,LIMA,EL AGUSTINO,Enero,4.0
2024,LIMA,EL AGUSTINO,Febrero,25.0
2024,LIMA,EL AGUSTINO,Marzo,266.0
2024,LIMA,INDEPENDENCIA,Abril,1508.0
2024,LIMA,INDEPENDENCIA,Enero,8.0
2024,LIMA,INDEPENDENCIA,Febrero,74.0
2024,LIMA,INDEPENDENCIA,Marzo,1108.0
2024,LIMA,JESUS MARIA,Abril,103.0
2024,LIMA,JESUS MARIA,Enero,0.0
2024,LIMA,JESUS MARIA,Febrero,3.0
2024,LIMA,JESUS MARIA,Marzo,68.0
2024,LIMA,LA MOLINA,Abril,176.0
2024,LIMA,LA MOLINA,Enero,0.0
2024,LIMA,LA MOLINA,Febrero,4.0
2024,LIMA,LA MOLINA,Marzo,68.0
2024,LIMA,LA VICTORIA,Abril,140.0
2024,LIMA,LA VICTORIA,Enero,2.0
2024,LIMA,LA VICTORIA,Febrero,6.0
2024,LIMA,LA VICTORIA,Marzo,111.0
2024,LIMA,LIMA,Abril,497.0
2024,LIMA,LIMA,Enero,0.0
2024,LIMA,LIMA,Febrero,10.0
2024,LIMA,LIMA,Marzo,240.0
2024,LIMA,LINCE,Abril,84.0
2024,LIMA,LINCE,Enero,0.0
2024,LIMA,LINCE,Febrero,2.0
2024,LIMA,LINCE,Marzo,43.0
2024,LIMA,LOS OLIVOS,Abril,574.0
2024,LIMA,LOS OLIVOS,Enero,3.0
2024,LIMA,LOS OLIVOS,Febrero,19.0
2024,LIMA,LOS OLIVOS,Marzo,348.0
2024,LIMA,LURIGANCHO,Abril,1085.0
2024,LIMA,LURIGANCHO,Enero,24.0
2024,LIMA,LURIGANCHO,Febrero,82.0
2024,LIMA,LURIGANCHO,Marzo,569.0
2024,LIMA,LURIN,Abril,223.0
2024,LIMA,LURIN,Enero,0.0
2024,LIMA,LURIN,Febrero,5.0
2024,LIMA,LURIN,Marzo,137.0
2024,LIMA,MAGDALENA DEL MAR,Abril,73.0
2024,LIMA,MAGDALENA DEL MAR,Enero,1.0
2024,LIMA,MAGDALENA DEL MAR,Febrero,0.0
2024,LIMA,MAGDALENA DEL MAR,Marzo,21.0
2024,LIMA,MIRAFLORES,Abril,53.0
2024,LIMA,MIRAFLORES,Enero,0.0
2024,LIMA,MIRAFLORES,Febrero,1.0
2024,LIMA,MIRAFLORES,Marzo,54.0
2024,LIMA,PACHACAMAC,Abril,495.0
2024,LIMA,PACHACAMAC,Enero,3.0
2024,LIMA,PACHACAMAC,Febrero,29.0
2024,LIMA,PACHACAMAC,Marzo,228.0
2024,LIMA,PUCUSANA,Abril,271.0
2024,LIMA,PUCUSANA,Enero,2.0
2024,LIMA,PUCUSANA,Febrero,92.0
2024,LIMA,PUCUSANA,Marzo,429.0
2024,LIMA,PUEBLO LIBRE,Abril,121.0
2024,LIMA,PUEBLO LIBRE,Enero,0.0
2024,LIMA,PUEBLO LIBRE,Febrero,1.0
2024,LIMA,PUEBLO LIBRE,Marzo,41.0
2024,LIMA,PUENTE PIEDRA,Abril,1330.0
2024,LIMA,PUENTE PIEDRA,Enero,9.0
2024,LIMA,PUENTE PIEDRA,Febrero,36.0
2024,LIMA,PUENTE PIEDRA,Marzo,560.0
2024,LIMA,PUNTA HERMOSA,Abril,3.0
2024,LIMA,PUNTA HERMOSA,Enero,0.0
2024,LIMA,PUNTA HERMOSA,Febrero,0.0
2024,LIMA,PUNTA HERMOSA,Marzo,4.0
2024,LIMA,PUNTA NEGRA,Abril,6.0
2024,LIMA,PUNTA NEGRA,Enero,0.0
2024,LIMA,PUNTA NEGRA,Febrero,0.0
2024,LIMA,PUNTA NEGRA,Marzo,8.0
2024,LIMA,RIMAC,Abril,581.0
2024,LIMA,RIMAC,Enero,4.0
2024,LIMA,RIMAC,Febrero,4.0
2024,LIMA,RIMAC,Marzo,202.0
2024,LIMA,SAN BARTOLO,Abril,10.0
2024,LIMA,SAN BARTOLO,Enero,0.0
2024,LIMA,SAN BARTOLO,Febrero,1.0
2024,LIMA,SAN BARTOLO,Marzo,8.0
2024,LIMA,SAN BORJA,Abril,102.0
2024,LIMA,SAN BORJA,Enero,0.0
2024,LIMA,SAN BORJA,Febrero,0.0
2024,LIMA,SAN BORJA,Marzo,67.0
2024,LIMA,SAN ISIDRO,Abril,47.0
2024,LIMA,SAN ISIDRO,Enero,0.0
2024,LIMA,SAN ISIDRO,Febrero,1.0
2024,LIMA,SAN ISIDRO,Marzo,32.0
2024,LIMA,SAN JUAN DE LURIGANCHO,Abril,2775.0
2024,LIMA,SAN JUAN DE LURIGANCHO,Enero,8.0
2024,LIMA,SAN JUAN DE LURIGANCHO,Febrero,60.0
2024,LIMA,SAN JUAN DE LURIGANCHO,Marzo,1232.0
2024,LIMA,SAN JUAN DE MIRAFLORES,Abril,1377.0
2024,LIMA,SAN JUAN DE MIRAFLORES,Enero,2.0
2024,LIMA,SAN JUAN DE MIRAFLORES,Febrero,29.0
2024,LIMA,SAN JUAN DE MIRAFLORES,Marzo,544.0
2024,LIMA,SAN LUIS,Abril,68.0
2024,LIMA,SAN LUIS,Enero,0.0
2024,LIMA,SAN LUIS,Febrero,3.0
2024,LIMA,SAN LUIS,Marzo,42.0
2024,LIMA,SAN MARTIN DE PORRES,Abril,1424.0
2024,LIMA,SAN MARTIN DE PORRES,Enero,9.0
2024,LIMA,SAN MARTIN DE PORRES,Febrero,35.0
2024,LIMA,SAN MARTIN DE PORRES,Marzo,823.0
2024,LIMA,SAN MIGUEL,Abril,129.0
2024,LIMA,SAN MIGUEL,Enero,0.0
2024,LIMA,SAN MIGUEL,Febrero,3.0
2024,LIMA,SAN MIGUEL,Marzo,55.0
2024,LIMA,SANTA ANITA,Abril,207.0
2024,LIMA,SANTA ANITA,Enero,0.0
2024,LIMA,SANTA ANITA,Febrero,1.0
2024,LIMA,SANTA ANITA,Marzo,53.0
2024,LIMA,SANTA ROSA,Abril,93.0
2024,LIMA,SANTA ROSA,Enero,1.0
2024,LIMA,SANTA ROSA,Febrero,0.0
2024,LIMA,SANTA ROSA,Marzo,22.0
2024,LIMA,SANTIAGO DE SURCO,Abril,243.0
2024,LIMA,SANTIAGO DE SURCO,Enero,2.0
2024,LIMA,SANTIAGO DE SURCO,Febrero,6.0
2024,LIMA,SANTIAGO DE SURCO,Marzo,126.0
2024,LIMA,SURQUILLO,Abril,45.0
2024,LIMA,SURQUILLO,Enero,0.0
2024,LIMA,SURQUILLO,Febrero,0.0
2024,LIMA,SURQUILLO,Marzo,24.0
2024,LIMA,VILLA EL SALVADOR,Abril,581.0
2024,LIMA,VILLA EL SALVADOR,Enero,1.0
2024,LIMA,VILLA EL SALVADOR,Febrero,49.0
2024,LIMA,VILLA EL SALVADOR,Marzo,380.0
2024,LIMA,VILLA MARIA DEL TRIUNFO,Abril,2133.0
2024,LIMA,VILLA MARIA DEL TRIUNFO,Enero,0.0
2024,LIMA,VILLA MARIA DEL TRIUNFO,Febrero,50.0
2024,LIMA,VILLA MARIA DEL TRIUNFO,Marzo,1228.0
2024,OYON,OYON,Abril,0.0
2024,OYON,OYON,Enero,0.0
2024,OYON,OYON,Febrero,0.0
2024,OYON,OYON,Marzo,1.0
2024,OYON,PACHANGARA,Abril,2.0
2024,OYON,PACHANGARA,Enero,0.0
2024,OYON,PACHANGARA,Febrero,0.0
2024,OYON,PACHANGARA,Marzo,1.0
2024,YAUYOS,AYAVIRI,Abril,0.0
2024,YAUYOS,AYAVIRI,Enero,0.0
2024,YAUYOS,AYAVIRI,Febrero,1.0
2024,YAUYOS,AYAVIRI,Marzo,0.0
2024,YAUYOS,HUANCAYA,Abril,1.0
2024,YAUYOS,HUANCAYA,Enero,0.0
2024,YAUYOS,HUANCAYA,Febrero,0.0
2024,YAUYOS,HUANCAYA,Marzo,0.0
2020,CALLAO,CALLAO,Enero,0.0
2020,CALLAO,LA PERLA,Enero,0.0
2020,CALLAO,CARMEN DE LA LEGUA REYNOSO,Enero,0.0
2020,CALLAO,MI PERU,Enero,0.0
2020,CALLAO,LA PUNTA,Enero,0.0
2020,CALLAO,BELLAVISTA,Enero,0.0
2020,CALLAO,VENTANILLA,Enero,0.0
2020,CAÑETE,LUNAHUANA,Enero,0.0
2020,HUAROCHIRI,HUAROCHIRI,Enero,0.0
2020,CAÑETE,CHILCA,Enero,0.0
2020,HUARAL,ATAVILLOS ALTO,Enero,0.0
2020,LIMA,LA MOLINA,Enero,0.0
2020,CAÑETE,ASIA,Enero,0.0
2020,LIMA,CHORRILLOS,Enero,0.0
2020,CAÑETE,SAN ANTONIO,Enero,0.0
2020,CAÑETE,SAN VICENTE DE CAÑETE,Enero,0.0
2020,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,Enero,0.0
2020,LIMA,MIRAFLORES,Enero,0.0
2020,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,Enero,0.0
2020,LIMA,PUEBLO LIBRE,Enero,0.0
2020,HUAROCHIRI,SAN ANTONIO,Enero,0.0
2020,LIMA,LOS OLIVOS,Enero,0.0
2020,LIMA,SAN MIGUEL,Enero,0.0
2020,LIMA,CARABAYLLO,Enero,0.0
2020,BARRANCA,SUPE PUERTO,Enero,0.0
2020,BARRANCA,SUPE,Enero,0.0
2020,HUAROCHIRI,CARAMPOMA,Enero,0.0
2020,LIMA,MAGDALENA DEL MAR,Enero,0.0
2020,LIMA,SAN JUAN DE LURIGANCHO,Enero,0.0
2020,HUARAL,AUCALLAMA,Enero,0.0
2020,LIMA,SURQUILLO,Enero,0.0
2020,HUAROCHIRI,MATUCANA,Enero,0.0
2020,LIMA,COMAS,Enero,0.0
2020,CAÑETE,CALANGO,Enero,0.0
2020,BARRANCA,PARAMONGA,Enero,0.0
2020,HUAROCHIRI,CALLAHUANCA,Enero,0.0
2020,YAUYOS,AYAVIRI,Enero,0.0
2020,LIMA,PUCUSANA,Enero,0.0
2020,LIMA,SAN MARTIN DE PORRES,Enero,0.0
2020,HUAURA,SAYAN,Enero,0.0
2020,LIMA,SAN JUAN DE MIRAFLORES,Enero,0.0
2020,HUAROCHIRI,SAN BARTOLOME,Enero,0.0
2020,LIMA,VILLA MARIA DEL TRIUNFO,Enero,0.0
2020,LIMA,RIMAC,Enero,0.0
2020,LIMA,PUENTE PIEDRA,Enero,0.0
2020,LIMA,PUNTA HERMOSA,Enero,0.0
2020,LIMA,CHACLACAYO,Enero,0.0
2020,HUAROCHIRI,RICARDO PALMA,Enero,0.0
2020,CAÑETE,CERRO AZUL,Enero,0.0
2020,YAUYOS,HUANCAYA,Enero,0.0
2020,HUAROCHIRI,SANTA EULALIA,Enero,0.0
2020,LIMA,INDEPENDENCIA,Enero,0.0
2020,LIMA,SAN LUIS,Enero,0.0
2020,LIMA,ANCON,Enero,0.0
2020,LIMA,SANTA ROSA,Enero,0.0
2020,LIMA,LIMA,Enero,0.0
2020,HUAURA,HUALMAY,Enero,0.0
2020,CAÑETE,MALA,Enero,0.0
